293,269,30,0.17509,0.33367,1.6906,5.8455,7.883,6.4308,1063.4,1389,1265.2,167.8,148.2,153.2,232.54,323.87,285.04,97.906,80.971,95.236,1.5421,3.0472,0.89814,5.2899,2.9507,3.7297,0,0,0
151,247,28,1.2294,0.51492,1.1645,12.363,11.184,7.1509,1272.6,1592,1140,177.2,163.2,147.5,208.85,352.19,270.84,98.664,94.5,107.82,3.6336,4.4529,1.17,11.7,7.4719,5.2874,0,0,0
220,349,18,1.0478,1.1308,4.4551,8.591,12.083,11.394,1036.8,1036.8,1071.6,57.2,97.7,92,171.7,197.73,220.94,34.952,42.91,45.595,1.6571,1.6232,0.34573,3.4621,2.3933,2.0369,0,0,5.9131e-008
260,128,18,0.54659,0.67888,2.5987,12.667,12.974,11.168,1072.6,1214.2,1165.6,91.6,93.3,110.4,195.11,281.36,228.55,53.462,50.734,58.647,2.4689,4.7298,0.8649,7.4957,4.0908,5.6443,0,0,0
27,30,20,20.999,24.262,16.978,25.166,35.135,32.598,2827.4,3078.2,2460.6,138.8,144.2,510.9,450.95,713.04,646.42,163.07,203.03,353.66,13.166,19.214,0.066941,20.515,23.428,35.399,0,0,0
100,28,20,17.146,25.297,16.118,27.955,24.514,29.043,2487.2,3163,2604,155.7,131.3,542.3,415.09,797.71,632.28,188.27,175.82,423.83,9.4755,19.389,0.024976,19.976,16.083,34.198,0,0,0
178,66,20,13.528,23.94,15.003,26.113,22.064,37.09,2090,2998.6,2344.8,168.8,150.7,683.3,380.43,809.66,735.52,198.64,240.48,549.97,5.0885,14.582,0.026308,15.475,8.0343,24.617,0,0,0
37,205,20,17.655,23.625,12.614,24.532,28.375,27.805,2630,3001.6,2208.6,150.5,140.5,479.5,424.56,675.18,482.13,145.13,146.4,293.62,11.021,15.29,0.076909,16.656,19.195,27.689,0,0,0
