293,269,30,1,0.17509,0.33367,1.6906,5.8455,7.883,6.4308,1063.4,1389,1265.2,167.8,148.2,153.2,232.54,323.87,285.04,97.906,80.971,95.236
151,247,28,1,1.2294,0.51492,1.1645,12.363,11.184,7.1509,1272.6,1592,1140,177.2,163.2,147.5,208.85,352.19,270.84,98.664,94.5,107.82
220,349,18,0.91667,1.0478,1.1308,4.4551,8.591,12.083,11.394,1036.8,1036.8,1071.6,57.2,97.7,92,171.7,197.73,220.94,34.952,42.91,45.595
173,147,18,0.91667,9.9233,8.8495,16.258,18.833,21.052,22.066,1532,1928.8,2068.8,115.1,143.7,266.3,300.2,441.02,445.66,83.252,120.71,192.01
