264;354;30;18,514;0,2738;3,5846;27,051;37,31;13,701;3419,8;1773,9;1954,4;335,1;340,3;281,85;666,52;446,37;320,3;212,07;135,39;117,84;27,911;11,012;11,012
63;80;30;25,129;24,573;7,1977;24,173;39,022;37,594;3804;3763,7;2795;545,2;549,5;752;1028,9;1260,9;626,41;453,55;280,9;308,04;27,911;11,012;11,012
369;590;30;21,077;10,434;0,26715;23,333;34,183;34,525;3590;3501,6;1801,3;408,15;413,15;485,2;817,18;979,01;373,13;286,55;189;213,39;27,911;11,012;11,012
