308;61;27;1;4,2807;4,7861;6,6597;16,724;15,492;20,038;2577,1;3544;2316,9;398,53;341,59;401,59;437,21;778,19;443,28;257,57;186,18;244,53
252;495;6;1;13,421;7,8806;16,284;22,376;22,096;23,928;3358,4;3358,4;3358,4;144,47;144,47;224,65;516,21;651,33;560,3;105,17;90,791;118,24
205;367;6;1;12,045;4,1623;16,746;22,762;23,078;24,455;3358,4;3358,4;3358,5;144,47;144,47;222,94;518,06;649,48;562,08;105,27;91,255;118,18
168;236;6;0,92308;12,991;9,0825;19,035;23,381;22,727;25,965;3358,4;3358,4;3358,4;144,47;144,47;227,24;515,95;654,34;562,79;105,14;91,308;118,53
151;141;6;0,92308;9,8445;16,569;12,6;21,737;20,79;22,835;3358,4;3358,4;3358,4;142,53;142,53;226,65;508,08;660,99;553,55;104,85;89,145;117,91
219;450;5;1;15,12;7,8501;19,559;23,425;24,563;25,39;3390,4;3390,4;3395,6;144,47;144,47;227,18;521,45;655,55;564,8;105,97;91,512;118,7
