401;535;25;1;3,0991;2,1687;3,4673;10,463;12,216;11,797;1615,1;1533,5;2266,8;103,94;110,71;228,47;273,29;273,7;393,22;62,137;63,469;104,37
265;151;22;1;4,6181;7,8998;4,8074;18,056;17,993;14,18;3080,1;2865,8;2222,9;142,29;140,18;200,65;459,02;552,75;390,45;97,239;80,799;100,79
182;438;5;0,9;8,7289;14,511;13,272;21,638;22,456;21,981;3390,4;3390,4;3390,4;142,47;142,47;226,65;516,1;657,16;561,03;104,92;90,511;117,74
