293;269;30;1;2,4157;0,71161;4,6415;11,245;15,04;11,329;1340;2380,6;2791,4;194,88;241,82;220,06;189,27;479,72;456,9;107,42;112,68;115,73
151;247;28;1;4,8911;0,93482;3,3326;14,192;17,861;11,873;1812,8;2528,2;2786,1;174,24;235,06;199,65;298,14;509,19;481,01;100,68;121,7;126,99
220;349;18;0,91667;4,4089;2,333;6,2302;13,414;16,206;14,436;2462,4;2479,3;2462,4;115,59;131,71;178,65;354,55;502,14;394,05;80,017;65,46;85,541
173;147;18;0,91667;12,548;7,2228;16,631;18,458;22,466;21,322;2628,7;2868,4;3260,1;144,47;175;302,41;452,6;584,72;554,59;95,763;126,09;191,44
