38;706;30;0,95;20,045;22,282;2,1181;24,375;20,944;24,473;4623,6;5237,4;1524,6;491,12;440,76;427,47;789,18;1028,6;230,83;280,01;184;214,61
270;430;30;0,95;3,2818;0,22774;0,70199;10,145;16,496;11,028;2421,3;1492,1;2637,3;138,88;227,35;253,35;372;291,6;403;87,364;91,834;102,47
202;401;30;0,95;8,9591;1,6408;0,16537;14,475;17,969;13,18;3836,8;3135,3;1277,6;180;165,88;228,65;569,16;565,57;224,88;115,46;117,25;123,97
264;354;30;1;14,747;2,6307;0,37552;17,559;19,944;12,084;4640;2303,9;1814,4;297,88;314,35;287,53;717,24;427,42;321,95;193,64;140,17;120,42
