416;37;15;1;13,968;23,54;9,5941;29,205;21,079;26,307;1898,2;2504,6;1857,8;119,3;115,1;138,9;348,06;476,81;353,52;83,001;68,332;89,195;7;2,7617;2,7617
427;610;35;1;6,6213;7,5179;9,4705;41,715;39,874;17,256;4713;4272;4097,8;334,1;333,9;615,9;890,38;1027,8;753,72;296,3;212,83;288,07;38,129;15,043;15,043
188;94;23;1;3,3502;2,9379;1,9864;13,32;13,908;11,703;1339,6;1472,2;1006,2;168,2;138,6;170,4;270,35;333,46;200,98;110,12;70,536;85,909;16,347;6,4492;6,4492
330;84;14;1;6,7882;4,3702;7,4433;17,646;18,268;16,377;1474;1460,2;1458,8;112,1;112,1;129,2;283,8;347;289,51;71,206;59,126;72,57;6,0495;2,3867;2,3867
156;218;30;1;0,27189;4,0335;5,7823;13,337;16,673;12,861;1233,8;2050;2513,6;227,8;242,4;170,8;290,04;367,81;386,1;116,61;111,27;93,981;27,911;11,012;11,012
232;248;30;1;0,64623;6,3494;6,7928;18,57;18,538;15,601;1743,4;2707,4;2619;298,8;282;384,8;445,97;618,35;483,09;220,25;191,55;220,69;27,911;11,012;11,012
284;80;14;1;1,0797;8,1168;3,6446;17,462;15,079;17,231;1433,2;1482,2;1463,8;112,5;92,1;137,9;251,9;363,69;293,07;75,932;54,035;77,388;6,0495;2,3867;2,3867
